Symbol,Transcript/RepeatID,ys_10.5_dispo_1 (14.92),ys_10.5_dispo_2 (13.67),ys_11.5_dispo_1 (11.06),ys_11.5_dispo_2 (10.83),YS_12.5_new_dispomix_2 (5.65),YS_12.5_new_dispomix_3 (3.56),ys_13.5_dispo_1 (7.37),ys_13.5_dispo_2 (10.25),Brain_10.5_1 (20.60),Brain_10.5_2 (21.08),day11.5_brain_1 (2.85),day11.5_brain_2 (2.13),BRAIN_12_5_a (1.78),BRAIN_12_5_b (2.08),mic_E13_5 (4.23),mic_E14_5 (3.45),mic_E16_5_a (6.19),mic_E16_5_b (6.87),mic_day3_a (4.42),mic_day3_b (4.30),mic_day6_a (4.08),mic_day6_c (3.96),mic_day9_b (4.94),mic_day9_c (4.13),SC_a (5.83),SC_b (5.77),cortex_a (5.78),cortex_b (5.21),hipo_a (6.95),hipo_b (5.02)
Pacsin2,NM_011862,551.867,738.132,541.868,530.753,780.324,771.665,744.803,717.442,865.375,885.249,649.376,756.932,613.75,538.268,655.272,572.229,972.42,687.488,512.785,447.02,301.619,356.707,488.634,532.556,647.137,617.403,727.917,640.701,827.534,622.828
Dio2,NM_010050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdrt4,NM_025496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmbox1,NM_177338,14.915,13.669,11.059,0,0,7.112,0,10.249,0,21.077,14.241,4.264,21.41,14.548,0,6.894,0,6.875,4.421,8.597,0,7.927,4.936,8.257,11.66,11.54,46.217,20.836,6.954,20.091
Nrbp1,NM_147201,387.798,560.434,530.809,595.744,718.124,647.203,774.3,666.197,267.854,442.624,720.579,673.776,660.138,665.041,1006.159,823.871,1021.971,948.734,654.243,906.935,1243.158,1121.645,1135.209,1304.555,600.497,421.219,699.031,781.342,910.982,587.668
Arhgef38,NM_029953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impdh1,NM_011829,119.322,177.699,77.41,43.327,118.745,81.789,58.994,194.734,144.229,21.077,79.748,130.064,110.618,97.678,80.324,68.943,80.519,96.248,181.243,107.457,146.733,126.829,88.842,57.797,11.66,34.621,34.663,46.881,20.862,25.114
Nuggc,NM_001195674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syt11,NM_018804,89.492,191.368,88.468,64.99,45.236,28.448,58.994,30.748,123.625,168.619,324.688,226.013,112.402,168.339,186.013,289.562,167.232,171.872,137.037,133.246,73.367,138.719,128.328,161.005,629.647,657.793,606.597,390.671,625.866,411.87
Olfr1079,NM_146407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.421,0,0,0,0,0,0,0,0,0,0,0
Bhmt,NM_016668,0,0,0,0,11.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsd17b1,NM_010475,0,13.669,0,0,0,0,7.374,0,0,0,5.696,0,1.784,0,4.228,34.472,0,13.75,0,4.298,0,0,4.936,0,40.81,23.08,34.663,26.045,27.816,30.137
Kctd12,NM_177715,1312.547,1107.199,1271.73,1733.072,1147.868,967.248,1880.444,1106.911,988.999,1622.956,1444.006,1345.419,1275.672,1182.527,1754.437,2071.744,2403.179,1993.716,2802.637,2475.803,2885.756,2148.168,2660.338,2600.853,3025.803,3889.059,3252.517,2937.847,3059.788,3546.101
Serinc1,NM_019760,611.528,300.721,541.868,617.407,819.906,725.436,1216.758,1240.151,370.875,421.547,800.327,543.711,611.966,532.033,634.134,658.408,780.414,790.612,844.328,769.39,949.691,721.341,784.775,763.743,699.608,917.449,947.447,1026.163,1091.788,1285.838
Apmap,NM_027977,268.476,246.044,254.346,151.644,124.399,167.135,162.234,163.987,247.25,126.464,227.851,215.352,221.236,187.043,194.468,261.984,241.557,158.122,167.981,219.212,305.694,269.512,236.913,206.417,128.261,98.092,155.982,192.731,173.852,180.821
Olfr547,NM_147079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnf187,NM_022423,1252.886,1134.537,1050.56,1169.824,1215.722,1194.836,1349.495,1199.154,1112.624,1180.331,1834.201,1492.541,1605.742,1587.787,1293.633,1678.767,1133.458,866.235,1144.926,1259.393,835.565,982.926,1085.852,1003.186,874.51,1130.943,1346.068,1078.252,1091.788,1054.789
Rgs21,NM_001290269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnajb2,NM_001159883,29.831,13.669,22.117,10.832,45.236,17.78,7.374,51.246,20.604,0,19.937,31.983,21.41,39.487,46.503,51.707,18.581,54.999,26.523,47.281,52.987,55.488,19.743,61.925,110.771,34.621,127.097,125.015,139.081,115.525
Adcy8,NM_009623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gsg1,NM_001080553,0,0,0,0,0,0,0,0,0,0,5.696,0,1.784,4.157,0,3.447,0,0,4.421,4.298,16.304,3.963,4.936,8.257,11.66,0,11.554,10.418,6.954,15.068
Gan,NM_001081151,14.915,13.669,22.117,32.495,39.582,14.224,14.749,20.498,20.604,0,14.241,27.719,28.547,27.017,21.138,6.894,12.388,0,0,21.491,4.076,31.707,14.807,16.513,52.471,40.391,46.217,67.716,27.816,15.068
Olfr351,NM_146942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rmdn3,NM_001033136,164.068,205.037,187.995,97.485,271.417,234.7,280.223,153.738,123.625,105.387,213.61,211.088,281.897,243.156,181.785,137.886,148.65,144.373,114.935,98.86,158.961,138.719,133.264,115.593,69.961,80.782,236.862,135.433,250.346,135.616
Sycn,NM_026716,0,0,0,0,0,0,0,20.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mif4gd,NM_001243584,134.238,287.052,287.522,194.971,412.78,401.835,331.843,286.977,267.854,231.851,273.421,292.112,278.329,261.86,363.57,320.586,377.819,378.119,380.168,382.546,305.694,293.292,261.592,255.957,553.856,588.552,739.471,567.775,584.141,447.03
Thoc7,NM_001285780,238.645,232.375,110.585,151.644,79.163,103.126,221.229,194.734,329.666,442.624,119.622,123.668,96.344,114.304,88.779,127.545,55.744,96.248,110.514,103.158,118.202,79.268,143.135,78.438,46.641,57.701,57.771,46.881,27.816,70.319
Pura,NM_008989,44.746,54.676,11.059,75.822,79.163,92.458,95.866,81.993,20.604,21.077,88.292,55.437,130.243,128.852,80.324,65.496,74.325,96.248,92.832,107.457,163.037,99.085,118.457,165.134,600.497,432.759,219.53,302.119,410.29,356.619
Pigc,NM_026078,104.407,191.368,154.819,173.307,169.636,74.677,206.48,184.485,123.625,147.541,71.203,95.949,157.006,126.774,139.509,86.179,154.844,89.373,163.561,150.439,220.1,162.5,123.392,148.62,116.601,150.023,173.314,177.104,152.989,190.867
Il21,NM_001291041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.194,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpr45,NM_053107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vit,NM_028813,0,0,0,0,0,0,0,0,0,0,0,2.132,0,2.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cacna1c,NM_001159535,0,0,0,0,0,0,0,0,0,0,0,2.132,0,0,8.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim24,NM_001272076,164.068,54.676,176.936,140.812,118.745,202.695,147.486,143.488,82.417,84.309,250.636,206.824,215.883,199.512,190.24,217.171,123.875,199.372,198.925,133.246,228.252,198.17,261.592,239.444,157.412,138.483,352.404,208.358,312.933,261.186
Sh3bgr,NM_015825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.298,4.076,0,0,0,0,0,0,5.209,6.954,0
Olfr855,NM_146524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pnp2,NM_001123371,0,0,11.059,0,33.927,3.556,14.749,0,20.604,0,8.544,6.397,1.784,0,12.683,0,24.775,6.875,4.421,17.193,8.152,3.963,29.614,8.257,11.66,23.08,28.886,41.672,27.816,40.182
Scgb1b24,NM_001099329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inpp5a,NM_183144,89.492,150.36,210.112,108.317,186.599,124.462,132.737,235.731,103.021,105.387,168.04,159.915,119.539,118.461,202.923,124.098,117.681,89.373,92.832,128.948,85.594,63.415,143.135,181.647,34.98,69.241,121.319,46.881,83.449,120.547
Stmn4,NM_001310522,0,0,0,0,0,0,0,0,0,21.077,37.026,19.19,30.331,47.8,21.138,48.26,0,27.5,4.421,12.895,0,0,4.936,20.642,0,0,5.777,0,0,0
Galnt6,NM_172451,89.492,13.669,11.059,21.663,147.018,78.233,66.369,133.239,0,0,34.178,51.173,66.014,81.052,38.048,55.155,80.519,48.124,83.991,81.667,69.291,103.049,34.55,20.642,29.15,51.931,40.44,67.716,6.954,5.023
Mycs,NM_010850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbxo9,NM_023605,149.153,41.007,132.702,32.495,96.127,142.242,147.486,174.236,61.812,231.851,108.229,68.23,94.56,116.382,67.641,68.943,43.356,96.248,119.355,81.667,85.594,79.268,108.585,74.31,163.242,80.782,144.428,203.149,139.081,210.958
Gtf3c2,NM_027901,417.629,341.728,375.99,411.605,390.162,387.61,560.446,522.708,556.312,463.702,398.739,426.44,403.22,426.042,634.134,706.668,805.189,604.99,786.86,683.425,811.109,832.316,824.261,582.096,466.405,409.678,739.471,541.731,611.958,627.851
Klra15,NM_013793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muc13,NM_010739,0,0,0,10.832,0,7.112,7.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chpt1,NM_144807,14.915,0,33.176,43.327,28.273,21.336,51.62,30.748,41.208,42.155,34.178,42.644,33.899,58.191,67.641,37.919,18.581,34.374,53.047,17.193,40.759,51.524,19.743,20.642,46.641,80.782,34.663,78.134,13.908,15.068
Cyp26b1,NM_001177713,0,0,0,0,0,0,0,0,0,0,11.393,0,3.568,4.157,0,0,0,0,0,0,0,0,0,0,0,0,0,15.627,0,0
Ddc,NM_001190448,0,0,0,0,28.273,3.556,7.374,0,0,0,0,4.264,0,2.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saraf,NM_026432,447.459,382.735,497.633,801.546,701.161,906.795,796.423,942.924,535.708,632.32,814.568,686.569,1054.437,1161.744,739.823,885.92,1133.458,996.858,1069.776,1194.919,1226.854,1149.389,1120.402,1321.068,2256.235,2411.909,2588.149,2406.535,2760.764,2441.084
Csrp2,NM_007792,193.899,150.36,187.995,270.793,163.981,103.126,103.24,133.239,164.833,231.851,125.318,125.8,167.711,122.617,12.683,55.155,24.775,41.249,8.841,4.298,8.152,39.634,9.871,8.257,0,0,5.777,0,0,10.046
Spag9,NM_001025430,164.068,82.015,143.761,86.654,175.29,167.135,169.609,102.492,61.812,105.387,173.736,147.122,78.503,105.991,164.875,186.147,167.232,103.123,203.346,184.826,232.328,162.5,113.521,214.674,110.771,103.862,132.874,83.343,97.357,155.707
Frat2,NM_177603,29.831,13.669,22.117,10.832,0,3.556,22.123,0,20.604,0,14.241,23.454,12.489,18.704,21.138,27.577,18.581,27.5,4.421,4.298,12.228,15.854,39.486,24.77,0,23.08,11.554,26.045,20.862,10.046
Gm21002,NM_001270555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anln,NM_028390,223.73,164.029,210.112,140.812,45.236,35.561,88.491,112.741,309.062,189.696,227.851,221.749,107.049,85.208,97.234,162.017,74.325,61.874,48.626,98.86,93.746,134.756,108.585,156.877,0,0,5.777,0,6.954,0
Shank2,NM_001113373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.936,0,0,0,0,0,0,0
Prdm4,NM_001302886,89.492,191.368,132.702,75.822,79.163,117.35,132.737,163.987,144.229,105.387,153.799,157.783,66.014,110.147,139.509,99.968,49.55,89.373,83.991,167.632,48.911,79.268,54.293,37.155,122.431,69.241,150.205,98.97,173.852,115.525
Gm14548,NM_001166672,0,0,0,0,0,3.556,0,0,0,0,0,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fsd1l,NM_001195284,14.915,0,0,0,0,3.556,14.749,0,0,0,17.089,2.132,5.352,2.078,0,0,0,0,0,0,0,0,0,12.385,5.83,0,0,0,0,0
Npy6r,NM_010935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prkx,NM_016979,208.814,314.39,254.346,216.634,361.889,394.723,383.463,389.469,185.437,231.851,213.61,257.996,167.711,162.104,173.33,217.171,260.138,178.747,247.552,249.3,175.265,182.317,177.685,82.567,151.582,86.552,236.862,125.015,215.576,205.935
Adam17,NM_001291871,730.85,806.478,718.804,595.744,582.416,526.297,914.412,983.921,638.729,569.088,843.049,744.138,818.928,764.798,989.249,1058.278,885.708,1340.602,1025.571,1285.182,1124.956,1248.474,1150.016,1040.341,903.66,957.839,1109.207,1010.536,1154.375,808.672
Mfn2,NM_133201,178.984,328.059,187.995,129.98,203.563,167.135,228.603,235.731,123.625,210.773,187.977,219.617,132.028,162.104,236.743,258.537,297.301,233.746,194.505,214.913,167.113,166.463,138.199,136.235,93.281,115.402,179.091,135.433,97.357,130.593
Pmp22,NM_001302260,223.73,191.368,254.346,379.11,949.96,611.642,1017.652,1373.39,0,21.077,85.444,119.403,105.265,116.382,25.365,37.919,105.294,48.124,159.14,154.738,293.467,249.695,266.527,396.32,2092.993,1979.15,2264.63,2245.057,1821.965,2014.145
S1pr5,NM_053190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,5.777,0,0,0
Myog,NM_031189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.076,0,0,0,0,0,0,0,6.954,0
Mst1,NM_008243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam208a,NM_028945,0,27.338,33.176,64.99,28.273,35.561,58.994,40.997,0,0,28.481,29.851,28.547,12.47,38.048,34.472,55.744,34.374,30.944,64.474,122.278,71.341,64.164,103.208,93.281,51.931,75.103,72.925,69.541,70.319
Flnb,NM_134080,14.915,82.015,22.117,43.327,113.09,78.233,110.614,112.741,41.208,63.232,71.203,95.949,55.309,89.365,109.917,172.358,117.681,226.871,159.14,111.755,183.417,190.244,207.299,189.904,75.791,11.54,127.097,187.522,125.173,120.547
Hapln2,NM_022031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cmklr1,NM_008153,477.29,669.787,652.453,498.258,735.088,825.006,1238.88,1393.888,329.666,379.392,578.172,547.976,454.96,544.503,782.098,703.221,489.307,708.113,610.038,674.828,521.719,661.889,893.36,639.892,1148.523,1021.311,1600.262,968.865,1210.007,1059.812
Hspa2,NM_008301,0,0,0,21.663,16.964,24.892,14.749,20.498,0,0,11.393,10.661,5.352,10.391,0,3.447,6.194,0,4.421,0,0,0,4.936,0,0,17.31,5.777,5.209,0,5.023
Pole4,NM_025882,686.104,874.824,575.043,736.556,424.089,433.839,567.82,461.213,741.75,758.785,615.198,607.677,658.354,546.581,207.15,272.326,142.456,171.872,145.879,223.51,228.252,265.548,231.978,185.775,145.752,190.414,317.741,187.522,166.898,246.117
Ears2,NM_026140,119.322,164.029,55.293,21.663,96.127,74.677,125.363,71.744,20.604,210.773,108.229,115.139,98.129,66.504,54.958,89.626,49.55,82.499,44.206,64.474,48.911,95.122,83.907,61.925,145.752,11.54,57.771,98.97,146.035,105.479
Cryba2,NM_021541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp612,NM_175480,0,0,0,0,0,0,0,0,0,0,0,2.132,0,0,4.228,0,0,0,0,0,0,0,0,0,0,0,5.777,5.209,0,0
Picalm,NM_146194,1178.31,1339.574,1968.417,1613.924,1391.012,1507.769,2072.175,1516.878,1565.916,1454.337,2435.159,1978.683,1284.593,1375.805,2202.558,2361.305,1969.616,2413.084,1971.571,1603.254,1516.245,1323.779,1520.193,1160.063,1136.863,1130.943,1871.786,1380.372,1745.47,1928.758
Ergic3,NM_025516,59.661,177.699,442.341,400.773,491.943,540.521,280.223,245.98,206.042,295.083,384.499,388.061,330.069,394.868,519.99,489.497,334.463,604.99,517.206,735.004,542.098,665.853,552.798,705.946,781.229,623.173,797.242,682.372,493.739,678.079
Gstz1,NM_001252555,208.814,259.713,232.229,173.307,175.29,167.135,117.989,102.492,144.229,274.006,225.003,262.261,306.875,317.973,160.647,217.171,142.456,123.748,128.196,163.334,163.037,174.39,172.749,185.775,87.451,98.092,242.639,145.851,152.989,160.73
Olfr1179,NM_146917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ica1,NM_010492,29.831,41.007,44.234,21.663,22.618,28.448,22.123,10.249,20.604,21.077,39.874,55.437,35.683,27.017,21.138,37.919,37.163,20.625,8.841,8.597,20.38,7.927,9.871,20.642,0,0,0,0,0,0
Zkscan14,NM_023322,0,27.338,22.117,32.495,5.655,7.112,0,40.997,41.208,42.155,11.393,12.793,32.115,22.861,4.228,13.789,24.775,20.625,57.467,12.895,12.228,43.598,19.743,37.155,34.98,75.012,57.771,88.552,48.678,45.205
Rps20,NM_026147,0,0,0,10.832,0,0,7.374,0,0,21.077,34.178,51.173,76.719,58.191,0,0,0,0,0,0,0,0,0,0,0,11.54,17.331,26.045,20.862,5.023
Ncapd2,NM_146171,149.153,191.368,165.878,270.793,192.254,145.798,162.234,204.984,267.854,548.011,216.459,379.532,217.667,220.295,186.013,368.846,173.425,164.997,371.327,202.019,326.074,384.451,241.849,231.187,17.49,34.621,5.777,0,0,15.068
Ccdc81,NM_001162979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.875,0,0,0,0,0,0,0,0,0,0,0,0
Fzd5,NM_001042659,29.831,27.338,22.117,43.327,39.582,28.448,14.749,30.748,0,0,17.089,29.851,7.137,6.235,16.91,27.577,6.194,27.5,8.841,17.193,8.152,11.89,24.678,8.257,46.641,0,0,20.836,0,10.046
Igf2,NM_001122736,253.56,314.39,420.224,173.307,757.706,195.583,2522.007,635.449,103.021,168.619,213.61,407.251,105.265,89.365,8.455,37.919,0,0,0,0,4.076,0,4.936,0,0,0,0,0,6.954,5.023
Vip,NM_001313969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc2a8,NM_019488,193.899,136.691,342.814,259.961,197.908,280.929,353.966,194.734,453.291,274.006,293.358,405.118,310.443,438.512,608.769,641.172,972.42,1003.733,950.421,1164.831,876.324,832.316,824.261,994.93,448.915,571.242,589.266,520.895,570.233,361.642
Sytl2,NM_001040087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttc36,NM_138951,0,0,0,0,0,3.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krtap1-3,NM_001085526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kbtbd11,NM_029116,0,0,0,0,0,0,0,0,0,0,2.848,2.132,5.352,0,0,3.447,0,0,0,0,0,0,0,0,0,0,0,0,6.954,5.023
Zscan4f,NM_001110316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emc4,NM_026519,522.036,369.066,409.165,465.763,373.198,558.301,471.954,409.967,535.708,526.934,535.45,432.837,544.168,490.468,169.102,203.382,229.169,158.122,150.299,266.493,252.707,158.536,157.942,243.572,501.386,594.322,381.29,375.044,570.233,452.053
Slc4a9,NM_001271547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zcchc18,NM_025893,0,0,0,0,0,0,0,0,0,0,19.937,10.661,5.352,10.391,4.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazn,NM_001109684,0,27.338,0,0,0,3.556,0,10.249,20.604,0,17.089,8.529,5.352,6.235,8.455,20.683,6.194,0,4.421,21.491,0,0,0,0,0,0,0,0,0,0
Slfnl1,NM_177570,0,0,0,0,0,0,0,0,20.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.777,0,0,0
Nlrc3,NM_001081280,0,0,0,0,0,0,0,0,0,0,0,2.132,0,2.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp4,NM_010517,5086.121,4264.765,7785.199,7040.606,7531.824,8545.209,8399.315,9910.955,4203.248,3857.155,4972.85,7629.017,8405.165,8886.617,2917.016,2840.461,1833.353,2392.46,4716.741,4491.691,4723.999,4411.275,4807.365,4883.824,524.706,317.356,618.152,520.895,646.728,788.581
Tnnt2,NM_001130174,0,0,0,0,0,3.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zc3h8,NM_020594,59.661,68.346,55.293,43.327,39.582,53.341,66.369,92.243,41.208,42.155,34.178,46.908,73.15,39.487,88.779,79.285,80.519,96.248,145.879,81.667,130.43,99.085,108.585,99.08,58.301,126.943,109.765,57.298,125.173,105.479
C1ql4,NM_001024702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adra2a,NM_007417,0,0,0,0,0,0,0,0,0,0,2.848,0,1.784,0,4.228,0,0,0,13.262,0,36.683,0,0,4.128,0,0,11.554,0,27.816,10.046
Mep1b,NM_008586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ar,NM_013476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.228,0,0,0,0,0,0,0,4.936,0,0,0,0,0,0,0
Lrrn3,NM_001271709,0,0,0,0,0,0,0,0,0,0,0,0,1.784,0,4.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nenf,NM_025424,89.492,41.007,77.41,162.476,33.927,39.117,44.246,81.993,82.417,105.387,91.14,72.495,121.323,135.087,67.641,44.813,68.131,103.123,70.729,77.369,61.139,51.524,49.357,28.898,34.98,57.701,40.44,67.716,97.357,80.365
Fam181a,NM_001195726,0,0,0,0,0,0,0,0,0,0,8.544,6.397,3.568,8.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14124,NM_001142410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leo1,NM_001039522,134.238,54.676,66.351,10.832,33.927,21.336,44.246,61.495,20.604,105.387,59.811,57.569,51.741,31.174,21.138,13.789,24.775,20.625,35.365,25.79,16.304,27.744,29.614,16.513,5.83,11.54,17.331,15.627,41.724,5.023
Slc8a1,NM_011406,268.476,177.699,309.639,368.278,254.454,270.26,427.709,481.711,226.646,274.006,301.903,330.491,276.544,299.269,490.397,713.562,613.182,529.366,618.879,524.389,660.3,594.511,528.119,569.711,192.392,340.437,410.175,359.417,319.887,341.551
Zfyve21,NM_026752,238.645,287.052,265.405,281.624,186.599,266.704,405.586,235.731,103.021,147.541,196.522,196.163,249.782,199.512,173.33,134.439,198.2,233.746,141.458,103.158,171.189,170.427,177.685,173.39,75.791,51.931,161.759,145.851,132.127,175.798
3830406C13Rik,NM_001284386,89.492,95.684,154.819,205.802,45.236,42.673,81.117,112.741,82.417,84.309,85.444,76.759,67.798,91.443,84.551,48.26,43.356,20.625,61.888,68.772,65.215,23.78,14.807,45.412,75.791,63.471,34.663,41.672,20.862,55.251
Map3k1,NM_011945,29.831,27.338,99.527,75.822,101.781,49.785,66.369,61.495,41.208,105.387,31.33,68.23,39.251,33.252,88.779,86.179,43.356,109.998,75.15,73.071,57.063,27.744,44.421,37.155,75.791,34.621,28.886,20.836,55.633,35.16
Opn5,NM_181753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp287,NM_133208,0,0,0,10.832,5.655,0,7.374,0,0,0,5.696,6.397,3.568,4.157,0,0,0,0,4.421,0,8.152,0,4.936,0,11.66,5.77,34.663,15.627,20.862,5.023
Taok3,NM_001081308,492.205,369.066,486.575,389.941,333.617,295.153,678.435,625.2,350.271,463.702,381.651,358.21,308.659,218.217,498.852,503.285,507.888,515.616,570.253,339.563,517.643,376.524,389.92,421.091,169.072,86.552,132.874,109.388,208.622,155.707
Rbck1,NM_019705,417.629,423.743,210.112,249.129,350.58,359.162,479.329,389.469,412.083,463.702,430.069,513.861,372.889,396.947,536.9,623.936,538.857,618.74,663.085,490.003,383.137,550.914,375.113,590.352,437.255,323.127,635.483,463.596,542.417,472.144
Actr3,NM_001205386,4847.476,4797.861,4810.457,4603.473,4088.22,4260.158,5678.202,4601.881,4141.435,4594.862,3568.718,3818.773,2574.539,2365.054,3394.73,3405.795,2452.729,2584.956,2639.076,2265.188,2192.848,2635.668,2364.197,2311.87,1061.072,790.506,883.899,802.178,966.615,899.082
Cd34,NM_001111059,447.459,546.765,243.287,173.307,163.981,78.233,44.246,20.498,762.354,800.939,806.023,637.528,303.307,409.416,1213.31,992.782,606.989,357.494,322.701,369.651,403.517,372.561,276.399,355.037,2821.751,3110.093,1871.786,1692.908,1648.113,2074.419
She,NM_172530,0,0,0,0,0,0,0,20.498,0,0,2.848,0,1.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.209,0,0
Stx5a,NM_001167799,387.798,396.404,862.565,606.575,831.215,924.575,663.686,717.442,494.5,548.011,464.247,810.237,531.679,737.78,1048.435,903.156,675.12,845.611,875.272,924.128,872.248,800.609,952.589,829.796,1410.876,1638.713,1773.575,1791.879,1724.608,1481.728
Pcdhb13,NM_053138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nptx1,NM_008730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc38a11,NM_177074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpa,NM_015782,1208.14,929.5,674.57,660.734,593.725,597.418,619.44,532.957,1030.208,906.326,578.172,729.213,547.736,440.59,503.08,458.472,247.75,240.621,282.916,545.88,289.391,261.585,271.463,251.829,157.412,276.966,317.741,307.328,375.519,266.209
